alpha_deg,P_gas_N,F_in_N,F_sum_N,beta_rad,K_N,N_N,Z_N,T_N,M_Nm,a_p_mps2
640,1045.36,1665.98,2711.34,-0.334471,2870.41,-942.266,-457.132,-2833.77,-170.026,-1593.68
640.5,1045.36,1554.22,2599.59,-0.333923,2751.58,-901.833,-412.994,-2720.4,-163.224,-1486.78
641,1045.36,1441.6,2486.96,-0.333348,2631.84,-861.161,-370.805,-2605.59,-156.335,-1379.04
641.5,1045.36,1328.11,2373.47,-0.332748,2511.22,-820.267,-330.606,-2489.36,-149.361,-1270.47
642,1045.36,1213.77,2259.13,-0.332121,2389.73,-779.168,-292.441,-2371.76,-142.306,-1161.1
642.5,1045.36,1098.6,2143.96,-0.331469,2267.39,-737.88,-256.351,-2252.85,-135.171,-1050.92
643,1045.36,982.607,2027.97,-0.33079,2144.22,-696.421,-222.377,-2132.66,-127.959,-939.965
643.5,1045.36,865.812,1911.18,-0.330085,2020.24,-654.807,-190.559,-2011.23,-120.674,-828.239
644,1045.36,748.228,1793.59,-0.329354,1895.47,-613.056,-160.936,-1888.63,-113.318,-715.758
644.5,1045.36,629.87,1675.24,-0.328597,1769.93,-571.186,-133.547,-1764.89,-105.893,-602.536
645,1045.36,510.754,1556.12,-0.327815,1643.65,-529.214,-108.428,-1640.07,-98.404,-488.59
645.5,1045.36,390.896,1436.26,-0.327007,1516.63,-487.157,-85.6153,-1514.21,-90.8527,-373.933
646,1045.36,270.312,1315.68,-0.326173,1388.91,-445.034,-65.1446,-1387.38,-83.2427,-258.582
646.5,1045.36,149.019,1194.38,-0.325314,1260.5,-402.863,-47.0496,-1259.62,-75.5771,-142.552
647,1045.36,27.0328,1072.4,-0.32443,1131.42,-360.661,-31.3631,-1130.99,-67.8592,-25.8597
647.5,1045.36,-95.629,949.736,-0.32352,1001.7,-318.447,-18.1169,-1001.54,-60.0923,91.479
648,1045.36,-218.949,826.416,-0.322585,871.361,-276.238,-7.34134,-871.33,-52.2798,209.448
648.5,1045.36,-342.91,702.455,-0.321624,740.421,-234.053,0.934229,-740.421,-44.4252,328.029
649,1045.36,-467.494,577.871,-0.320639,608.904,-191.91,6.68186,-608.868,-36.5321,447.207
649.5,1045.36,-592.683,452.682,-0.319628,476.833,-149.827,9.87488,-476.73,-28.6038,566.963
650,1045.36,-718.458,326.907,-0.318593,344.229,-107.823,10.488,-344.069,-20.6442,687.28
650.5,1045.36,-844.802,200.563,-0.317533,211.117,-65.9158,8.49712,-210.946,-12.6568,808.141
651,1045.36,-971.695,73.6699,-0.316449,77.519,-24.1234,3.8798,-77.4219,-4.64531,929.527
651.5,1045.36,-1099.12,-53.7533,-0.315339,-56.5412,17.5357,-3.38516,56.4398,3.38639,1051.42
652,1045.36,-1227.05,-181.687,-0.314206,-191.04,59.0432,-13.3174,190.576,11.4345,1173.8
652.5,1045.36,-1355.48,-310.113,-0.313048,-325.955,100.381,-25.9353,324.921,19.4953,1296.66
653,1045.36,-1484.38,-439.011,-0.311866,-461.261,141.531,-41.2553,459.412,27.5647,1419.96
653.5,1045.36,-1613.73,-568.36,-0.31066,-596.934,182.475,-59.2928,593.982,35.6389,1543.7
654,1045.36,-1743.51,-698.141,-0.309429,-732.951,223.195,-80.0612,728.565,43.7139,1667.84
654.5,1045.36,-1873.7,-828.334,-0.308175,-869.287,263.673,-103.573,863.095,51.7857,1792.39
655,1045.36,-2004.28,-958.917,-0.306898,-1005.92,303.891,-129.838,997.504,59.8502,1917.3
655.5,1045.36,-2135.24,-1089.87,-0.305596,-1142.82,343.831,-158.865,1131.72,67.9035,2042.57
656,1045.36,-2266.54,-1221.17,-0.304271,-1279.97,383.476,-190.661,1265.69,75.9413,2168.18
656.5,1045.36,-2398.17,-1352.8,-0.302923,-1417.34,422.808,-225.233,1399.33,83.9596,2294.1
657,1045.36,-2530.11,-1484.74,-0.301552,-1554.9,461.81,-262.583,1532.57,91.9543,2420.31
657.5,1045.36,-2662.33,-1616.96,-0.300157,-1692.64,500.463,-302.714,1665.35,99.9211,2546.79
658,1045.36,-2794.81,-1749.45,-0.29874,-1830.53,538.753,-345.626,1797.6,107.856,2673.53
658.5,1045.36,-2927.54,-1882.18,-0.297299,-1968.53,576.66,-391.318,1929.25,115.755,2800.5
659,1045.36,-3060.49,-2015.12,-0.295836,-2106.64,614.168,-439.786,2060.22,123.613,2927.67
659.5,1045.36,-3193.63,-2148.26,-0.294351,-2244.81,651.262,-491.027,2190.45,131.427,3055.04
660,1045.36,-3326.95,-2281.58,-0.292843,-2383.04,687.923,-545.033,2319.87,139.192,3182.57
660.5,1045.36,-3460.42,-2415.05,-0.291313,-2521.28,724.136,-601.795,2448.41,146.904,3310.25
661,1045.36,-3594.02,-2548.65,-0.28976,-2659.52,759.885,-661.305,2575.99,154.56,3438.05
661.5,1045.36,-3727.73,-2682.36,-0.288186,-2797.74,795.154,-723.549,2702.56,162.153,3565.96
662,1045.36,-3861.52,-2816.15,-0.28659,-2935.9,829.927,-788.515,2828.03,169.682,3693.94
662.5,1045.36,-3995.37,-2950,-0.284972,-3073.98,864.189,-856.186,2952.34,177.14,3821.98
663,1045.36,-4129.26,-3083.89,-0.283333,-3211.96,897.924,-926.546,3075.41,184.525,3950.06
663.5,1045.36,-4263.16,-3217.8,-0.281672,-3349.81,931.118,-999.575,3197.19,191.832,4078.16
664,1045.36,-4397.06,-3351.69,-0.27999,-3487.5,963.756,-1075.25,3317.6,199.056,4206.24
664.5,1045.36,-4530.92,-3485.55,-0.278287,-3625.02,995.824,-1153.55,3436.58,206.195,4334.29
665,1045.36,-4664.72,-3619.36,-0.276563,-3762.33,1027.31,-1234.46,3554.04,213.243,4462.29
665.5,1045.36,-4798.45,-3753.09,-0.274818,-3899.41,1058.19,-1317.94,3669.94,220.196,4590.22
666,1045.36,-4932.07,-3886.71,-0.273053,-4036.24,1088.46,-1403.96,3784.19,227.052,4718.04
666.5,1045.36,-5065.57,-4020.2,-0.271267,-4172.79,1118.11,-1492.51,3896.74,233.805,4845.74
667,1045.36,-5198.91,-4153.55,-0.269461,-4309.04,1147.12,-1583.54,4007.52,240.451,4973.3
667.5,1045.36,-5332.08,-4286.71,-0.267635,-4444.96,1175.47,-1677.02,4116.46,246.988,5100.69
668,1045.36,-5465.05,-4419.68,-0.265789,-4580.52,1203.17,-1772.92,4223.5,253.41,5227.88
668.5,1045.36,-5597.79,-4552.42,-0.263923,-4715.71,1230.18,-1871.2,4328.57,259.714,5354.87
669,1045.36,-5730.29,-4684.92,-0.262037,-4850.5,1256.51,-1971.82,4431.62,265.897,5481.61
669.5,1045.36,-5862.51,-4817.14,-0.260132,-4984.85,1282.15,-2074.75,4532.57,271.954,5608.1
670,1045.36,-5994.44,-4949.07,-0.258208,-5118.76,1307.07,-2179.93,4631.37,277.882,5734.3
670.5,1045.36,-6126.04,-5080.68,-0.256264,-5252.2,1331.27,-2287.33,4727.97,283.678,5860.2
671,1045.36,-6257.3,-5211.94,-0.254302,-5385.13,1354.74,-2396.91,4822.29,289.337,5985.76
671.5,1045.36,-6388.2,-5342.83,-0.252321,-5517.54,1377.46,-2508.61,4914.28,294.857,6110.97
672,1045.36,-6518.7,-5473.33,-0.250321,-5649.41,1399.44,-2622.38,5003.89,300.233,6235.81
672.5,1045.36,-6648.78,-5603.41,-0.248303,-5780.7,1420.66,-2738.19,5091.05,305.463,6360.24
673,1045.36,-6778.41,-5733.05,-0.246266,-5911.4,1441.11,-2855.97,5175.72,310.543,6484.26
673.5,1045.36,-6907.58,-5862.22,-0.244212,-6041.48,1460.78,-2975.67,5257.84,315.47,6607.82
674,1045.36,-7036.26,-5990.9,-0.242139,-6170.92,1479.66,-3097.25,5337.35,320.241,6730.92
674.5,1045.36,-7164.43,-6119.06,-0.240049,-6299.7,1497.75,-3220.64,5414.22,324.853,6853.52
675,1045.36,-7292.05,-6246.69,-0.237941,-6427.79,1515.04,-3345.78,5488.38,329.303,6975.61
675.5,1045.36,-7419.12,-6373.75,-0.235816,-6555.17,1531.53,-3472.62,5559.78,333.587,7097.15
676,1045.36,-7545.59,-6500.23,-0.233674,-6681.82,1547.19,-3601.1,5628.39,337.704,7218.14
676.5,1045.36,-7671.45,-6626.09,-0.231514,-6807.72,1562.04,-3731.16,5694.16,341.65,7338.54
677,1045.36,-7796.68,-6751.31,-0.229338,-6932.83,1576.06,-3862.73,5757.04,345.422,7458.33
677.5,1045.36,-7921.24,-6875.88,-0.227145,-7057.15,1589.25,-3995.75,5816.99,349.019,7577.49
678,1045.36,-8045.12,-6999.76,-0.224936,-7180.65,1601.6,-4130.16,5873.97,352.438,7695.99
678.5,1045.36,-8168.3,-7122.93,-0.22271,-7303.31,1613.11,-4265.88,5927.94,355.677,7813.82
679,1045.36,-8290.74,-7245.37,-0.220468,-7425.1,1623.77,-4402.87,5978.87,358.732,7930.95
679.5,1045.36,-8412.42,-7367.06,-0.21821,-7546,1633.58,-4541.03,6026.71,361.602,8047.36
680,1045.36,-8533.33,-7487.97,-0.215937,-7666,1642.54,-4680.31,6071.43,364.286,8163.02
680.5,1045.36,-8653.44,-7608.07,-0.213648,-7785.07,1650.64,-4820.64,6113,366.78,8277.91
681,1045.36,-8772.72,-7727.35,-0.211343,-7903.2,1657.88,-4961.94,6151.4,369.084,8392.01
681.5,1045.36,-8891.15,-7845.78,-0.209024,-8020.35,1664.26,-5104.15,6186.58,371.195,8505.31
682,1045.36,-9008.71,-7963.34,-0.206689,-8136.52,1669.78,-5247.18,6218.53,373.112,8617.76
682.5,1045.36,-9125.37,-8080,-0.20434,-8251.68,1674.43,-5390.97,6247.21,374.833,8729.36
683,1045.36,-9241.12,-8195.75,-0.201975,-8365.81,1678.22,-5535.44,6272.61,376.357,8840.09
683.5,1045.36,-9355.92,-8310.55,-0.199597,-8478.89,1681.15,-5680.51,6294.71,377.682,8949.91
684,1045.36,-9469.76,-8424.4,-0.197204,-8590.9,1683.2,-5826.12,6313.48,378.809,9058.81
684.5,1045.36,-9582.62,-8537.25,-0.194797,-8701.83,1684.39,-5972.18,6328.9,379.734,9166.77
685,1045.36,-9694.47,-8649.1,-0.192377,-8811.65,1684.72,-6118.61,6340.96,380.458,9273.76
685.5,1045.36,-9805.28,-8759.92,-0.189942,-8920.35,1684.18,-6265.35,6349.65,380.979,9379.77
686,1045.36,-9915.05,-8869.68,-0.187494,-9027.9,1682.78,-6412.3,6354.95,381.297,9484.77
686.5,1045.36,-10023.7,-8978.38,-0.185033,-9134.3,1680.52,-6559.4,6356.86,381.412,9588.75
687,1045.36,-10131.3,-9085.97,-0.182559,-9239.51,1677.4,-6706.56,6355.36,381.322,9691.68
687.5,1045.36,-10237.8,-9192.46,-0.180071,-9343.53,1673.43,-6853.71,6350.46,381.027,9793.54
688,1045.36,-10343.2,-9297.8,-0.177571,-9446.34,1668.6,-7000.76,6342.13,380.528,9894.31
688.5,1045.36,-10447.3,-9401.98,-0.175059,-9547.91,1662.92,-7147.63,6330.4,379.824,9993.97
689,1045.36,-10550.4,-9504.99,-0.172534,-9648.24,1656.4,-7294.25,6315.25,378.915,10092.5
689.5,1045.36,-10652.2,-9606.79,-0.169997,-9747.3,1649.04,-7440.54,6296.68,377.801,10189.9
690,1045.36,-10752.7,-9707.38,-0.167448,-9845.08,1640.85,-7586.41,6274.7,376.482,10286.1
690.5,1045.36,-10852.1,-9806.72,-0.164887,-9941.56,1631.82,-7731.79,6249.32,374.959,10381.1
691,1045.36,-10950.2,-9904.81,-0.162315,-10036.7,1621.97,-7876.59,6220.55,373.233,10475
691.5,1045.36,-11047,-10001.6,-0.159731,-10130.6,1611.3,-8020.74,6188.39,371.303,10567.6
692,1045.36,-11142.5,-10097.1,-0.157136,-10223.1,1599.81,-8164.15,6152.86,369.171,10658.9
692.5,1045.36,-11236.7,-10191.3,-0.15453,-10314.2,1587.52,-8306.76,6113.97,366.838,10749
693,1045.36,-11329.5,-10284.1,-0.151914,-10404,1574.43,-8448.46,6071.74,364.304,10837.9
693.5,1045.36,-11421,-10375.6,-0.149286,-10492.3,1560.55,-8589.2,6026.18,361.571,10925.4
694,1045.36,-11511.1,-10465.8,-0.146649,-10579.3,1545.89,-8728.89,5977.32,358.639,11011.6
694.5,1045.36,-11599.8,-10554.5,-0.144001,-10664.9,1530.45,-8867.44,5925.18,355.511,11096.5
695,1045.36,-11687.2,-10641.8,-0.141343,-10749,1514.24,-9004.79,5869.78,352.187,11180
695.5,1045.36,-11773,-10727.7,-0.138675,-10831.7,1497.27,-9140.86,5811.16,348.669,11262.1
696,1045.36,-11857.5,-10812.1,-0.135998,-10912.9,1479.56,-9275.57,5749.33,344.96,11342.9
696.5,1045.36,-11940.5,-10895.1,-0.133311,-10992.6,1461.1,-9408.84,5684.33,341.06,11422.3
697,1045.36,-12022,-10976.6,-0.130615,-11070.9,1441.91,-9540.6,5616.18,336.971,11500.2
697.5,1045.36,-12102,-11056.6,-0.12791,-11147.7,1422.01,-9670.78,5544.94,332.696,11576.8
698,1045.36,-12180.4,-11135.1,-0.125196,-11222.9,1401.39,-9799.3,5470.62,328.237,11651.9
698.5,1045.36,-12257.4,-11212,-0.122473,-11296.7,1380.08,-9926.08,5393.28,323.597,11725.5
699,1045.36,-12332.8,-11287.5,-0.119742,-11368.9,1358.08,-10051.1,5312.94,318.776,11797.6
699.5,1045.36,-12406.7,-11361.3,-0.117003,-11439.5,1335.4,-10174.2,5229.65,313.779,11868.3
700,1045.36,-12479,-11433.6,-0.114255,-11508.6,1312.06,-10295.3,5143.46,308.607,11937.4
700.5,1045.36,-12549.7,-11504.3,-0.1115,-11576.2,1288.07,-10414.5,5054.4,303.264,12005.1
701,1045.36,-12618.8,-11573.4,-0.108737,-11642.1,1263.44,-10531.5,4962.53,297.752,12071.1
701.5,1045.36,-12686.2,-11640.9,-0.105966,-11706.5,1238.18,-10646.4,4867.89,292.074,12135.7
702,1045.36,-12752.1,-11706.7,-0.103189,-11769.3,1212.31,-10759.1,4770.54,286.233,12198.7
702.5,1045.36,-12816.3,-11770.9,-0.100404,-11830.5,1185.83,-10869.5,4670.53,280.232,12260.1
703,1045.36,-12878.8,-11833.5,-0.0976122,-11890.1,1158.77,-10977.6,4567.91,274.074,12319.9
703.5,1045.36,-12939.7,-11894.3,-0.0948138,-11948,1131.14,-11083.3,4462.73,267.764,12378.2
704,1045.36,-12998.9,-11953.5,-0.0920089,-12004.3,1102.94,-11186.4,4355.05,261.303,12434.8
704.5,1045.36,-13056.4,-12011,-0.0891977,-12059,1074.21,-11287.1,4244.94,254.696,12489.8
705,1045.36,-13112.2,-12066.8,-0.0863804,-12112,1044.94,-11385.2,4132.45,247.947,12543.2
705.5,1045.36,-13166.2,-12120.9,-0.0835572,-12163.3,1015.15,-11480.6,4017.64,241.058,12594.9
706,1045.36,-13218.6,-12173.2,-0.0807283,-12213,984.864,-11573.4,3900.58,234.035,12644.9
706.5,1045.36,-13269.2,-12223.8,-0.0778939,-12261,954.091,-11663.4,3781.33,226.88,12693.4
707,1045.36,-13318,-12272.7,-0.0750541,-12307.3,922.849,-11750.5,3659.95,219.597,12740.1
707.5,1045.36,-13365.1,-12319.8,-0.0722093,-12352,891.152,-11834.9,3536.52,212.191,12785.1
708,1045.36,-13410.5,-12365.1,-0.0693595,-12394.9,859.015,-11916.3,3411.09,204.666,12828.5
708.5,1045.36,-13454,-12408.7,-0.066505,-12436.1,826.456,-11994.8,3283.75,197.025,12870.2
709,1045.36,-13495.8,-12450.4,-0.063646,-12475.7,793.49,-12070.3,3154.56,189.274,12910.1
709.5,1045.36,-13535.7,-12490.4,-0.0607826,-12513.5,760.134,-12142.7,3023.6,181.416,12948.3
710,1045.36,-13573.9,-12528.5,-0.0579151,-12549.6,726.404,-12212.1,2890.93,173.456,12984.9
710.5,1045.36,-13610.3,-12564.9,-0.0550437,-12584,692.317,-12278.3,2756.63,165.398,13019.6
711,1045.36,-13644.8,-12599.4,-0.0521685,-12616.6,657.89,-12341.4,2620.77,157.246,13052.7
711.5,1045.36,-13677.5,-12632.1,-0.0492898,-12647.5,623.139,-12401.3,2483.44,149.007,13083.9
712,1045.36,-13708.4,-12663,-0.0464077,-12676.6,588.083,-12457.9,2344.71,140.682,13113.5
712.5,1045.36,-13737.4,-12692,-0.0435225,-12704.1,552.738,-12511.3,2204.65,132.279,13141.2
713,1045.36,-13764.6,-12719.2,-0.0406343,-12729.7,517.121,-12561.4,2063.35,123.801,13167.3
713.5,1045.36,-13789.9,-12744.6,-0.0377434,-12753.6,481.251,-12608.2,1920.88,115.253,13191.5
714,1045.36,-13813.4,-12768,-0.0348499,-12775.8,445.145,-12651.6,1777.33,106.64,13213.9
714.5,1045.36,-13835,-12789.7,-0.031954,-12796.2,408.82,-12691.6,1632.77,97.9663,13234.6
715,1045.36,-13854.8,-12809.4,-0.029056,-12814.8,372.295,-12728.2,1487.29,89.2375,13253.5
715.5,1045.36,-13872.7,-12827.3,-0.026156,-12831.7,335.587,-12761.4,1340.97,80.4582,13270.6
716,1045.36,-13888.7,-12843.3,-0.0232543,-12846.8,298.715,-12791.2,1193.89,71.6335,13286
716.5,1045.36,-13902.8,-12857.4,-0.0203509,-12860.1,261.697,-12817.5,1046.14,62.7682,13299.5
717,1045.36,-13915.1,-12869.7,-0.0174462,-12871.7,224.55,-12840.3,897.791,53.8674,13311.2
717.5,1045.36,-13925.4,-12880.1,-0.0145403,-12881.4,187.293,-12859.6,748.936,44.9362,13321.1
718,1045.36,-13933.9,-12888.6,-0.0116334,-12889.4,149.945,-12875.5,599.658,35.9795,13329.3
718.5,1045.36,-13940.5,-12895.2,-0.00872576,-12895.7,112.523,-12887.8,450.041,27.0025,13335.6
719,1045.36,-13945.3,-12899.9,-0.0058175,-12900.1,75.046,-12896.6,300.169,18.0101,13340.1
719.5,1045.36,-13948.1,-12902.7,-0.00290885,-12902.8,37.5322,-12901.9,150.127,9.00761,13342.8
720,1045.36,-13949,-12903.7,0,-12903.7,-0,-12903.7,-0,-0,13343.7
